Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Conjunto Comercial/Sala;Saúde;0;0;0;120;3500.0;1250.0;100.0
Apartamento;Leblon;3;2;1;200;7500.0;3340.0;840.0
Apartamento;Recreio dos Bandeirantes;3;2;2;141;2700.0;810.0;150.0
Apartamento;Copacabana;3;0;0;130;3800.0;1141.0;309.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;2;0;53;1400.0;890.0;171.0
Apartamento;Copacabana;1;0;0;19;1100.0;488.0;30.0
Casa de Condomínio;Barra da Tijuca;4;4;4;800;10000.0;1200.0;1404.0
Apartamento;Flamengo;2;1;0;76;2400.0;600.0;0.0
Prédio Inteiro;São Cristóvão;0;0;0;8300;420000.0;0.0;4400.0
Apartamento;Flamengo;1;0;0;38;1500.0;504.0;57.0
Apartamento;Barra da Tijuca;4;3;1;230;6500.0;4000.0;5000.0
Conjunto Comercial/Sala;Tijuca;0;0;0;260;11000.0;9612.0;1347.0
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;120;4950.0;3600.0;400.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;78;3000.0;2414.0;804.0
Apartamento;Ilha do Governador;2;1;0;60;1000.0;330.0;48.0
Apartamento;Tijuca;3;1;1;129;1580.0;930.0;116.0
Apartamento;Barra da Tijuca;2;1;1;78;1200.0;1099.0;149.0
Apartamento;Barra da Tijuca;4;1;2;354;6000.0;1770.0;0.0
Apartamento;Barra da Tijuca;1;1;0;60;1900.0;1900.0;300.0
Apartamento;São Cristóvão;2;0;0;60;1100.0;350.0;20.0
Conjunto Comercial/Sala;Centro;0;0;0;222;15000.0;0.0;0.0
Apartamento;Copacabana;2;1;0;75;2590.0;800.0;0.0
Apartamento;Recreio dos Bandeirantes;3;2;1;85;1650.0;1200.0;174.0
Sítio;Camorim;8;0;7;32000;15000.0;0.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;84;2500.0;2653.0;368.0
Apartamento;Tijuca;3;0;0;72;1600.0;489.0;24.0
Apartamento;Ipanema;3;1;1;155;10000.0;2450.0;405.0
Apartamento;Leblon;3;1;1;160;8900.0;1600.0;0.0
Conjunto Comercial/Sala;Madureira;0;0;0;63;3000.0;0.0;787.0
Apartamento;Copacabana;2;1;1;90;3700.0;1030.0;260.0
Apartamento;Pechincha;3;1;1;80;1000.0;965.0;89.0
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;150;1000.0;3800.0;770.0
Apartamento;Laranjeiras;2;1;1;83;3000.0;905.0;151.0
Apartamento;Leblon;3;1;0;140;7000.0;2051.0;582.0
Apartamento;Campo Grande;2;1;0;50;850.0;340.0;0.0
Apartamento;Copacabana;3;0;3;184;7200.0;1880.0;502.0
Conjunto Comercial/Sala;Centro;0;0;0;55;1200.0;1016.0;0.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1200.0;708.0;148.0
Apartamento;Irajá;2;0;0;60;1300.0;559.0;0.0
Conjunto Comercial/Sala;Flamengo;0;0;0;160;4500.0;1600.0;406.0
Apartamento;Copacabana;3;0;1;100;4500.0;600.0;180.0
Apartamento;Estácio;2;0;0;31;900.0;250.0;20.0
Quitinete;Leblon;1;0;0;20;1800.0;672.0;58.0
Casa de Condomínio;Barra da Tijuca;4;4;1;400;8000.0;800.0;0.0
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1000.0;780.0;0.0
Casa de Condomínio;Barra da Tijuca;4;3;4;337;12500.0;1000.0;1000.0
Apartamento;Leblon;1;1;0;60;3000.0;850.0;200.0
Apartamento;Copacabana;2;1;1;120;3100.0;1380.0;373.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;93;2200.0;516.0;175.0
Casa de Condomínio;Barra da Tijuca;5;5;5;850;25000.0;2134.0;0.0
Conjunto Comercial/Sala;Gávea;0;0;0;36;8900.0;1697.0;636.0
Apartamento;Leblon;3;2;3;300;15000.0;4500.0;1700.0
Apartamento;Catete;0;0;0;20;1100.0;563.0;25.0
Apartamento;Pilares;3;0;0;65;1200.0;165.0;20.0
Apartamento;Flamengo;1;1;0;50;2000.0;580.0;70.0
Casa Comercial;Freguesia (Jacarepaguá);0;0;0;2810;9000.0;0.0;0.0
Flat;Botafogo;1;1;1;46;3200.0;1150.0;100.0
Apartamento;Barra da Tijuca;4;4;4;276;6500.0;1100.0;770.0
Apartamento;Recreio dos Bandeirantes;3;2;1;115;2400.0;1040.0;200.0
Apartamento;Pechincha;1;1;0;54;850.0;347.0;14.0
Prédio Inteiro;Freguesia (Jacarepaguá);0;0;0;500;25000.0;0.0;0.0
Casa;Barra da Tijuca;2;0;2;74;1850.0;0.0;162.0
Conjunto Comercial/Sala;Centro;0;0;0;571;25000.0;12729.0;4971.0
Conjunto Comercial/Sala;Centro;0;0;0;310;15500.0;6340.0;1717.0
Apartamento;Andaraí;2;1;0;65;1100.0;800.0;0.0
Apartamento;Copacabana;3;0;0;99;2300.0;650.0;71.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;81;3200.0;1850.0;0.0
Quitinete;Copacabana;1;0;0;28;1100.0;450.0;54.0
Galpão/Depósito/Armazém;Del Castilho;0;5;0;770;5500.0;0.0;200.0
Casa de Condomínio;Barra da Tijuca;5;4;5;564;20000.0;1918.0;1743.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;92;4000.0;3400.0;700.0
Conjunto Comercial/Sala;Centro;0;6;0;1299;103930.0;19487.0;0.0
Loja/Salão;Taquara;0;1;0;250;3000.0;0.0;600.0
Apartamento;Península;4;3;3;156;5500.0;2250.0;3400.0
Casa;Vigário Geral;1;0;0;40;550.0;0.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;800.0;0.0;0.0
Apartamento;Grajaú;2;1;1;79;1900.0;506.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1800.0;700.0;150.0
Conjunto Comercial/Sala;Centro;0;0;0;80;1400.0;860.0;321.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;84;9900.0;2975.0;1135.0
Apartamento;Copacabana;3;1;0;160;5700.0;1700.0;37.0
Apartamento;Barra da Tijuca;2;1;1;70;1400.0;650.0;0.0
Casa;Oswaldo Cruz;1;1;0;60;700.0;0.0;0.0
Apartamento;Jardim Guanabara;2;1;0;80;2000.0;600.0;0.0
Apartamento;Barra da Tijuca;4;3;4;300;16000.0;1250.0;900.0
Galpão/Depósito/Armazém;Penha;0;2;0;600;8000.0;0.0;1200.0
Conjunto Comercial/Sala;Pechincha;0;1;0;21;500.0;576.0;52.0
Loja/Salão;Tijuca;0;1;0;53;1300.0;780.0;278.0
Apartamento;Barra da Tijuca;3;2;3;155;5900.0;1850.0;332.0
Apartamento;Catete;2;0;1;75;2100.0;725.0;0.0
Prédio Inteiro;Curicica;0;5;0;360;10500.0;0.0;0.0
Apartamento;Barra da Tijuca;3;3;3;169;7500.0;3500.0;1004.0
Apartamento;Barra da Tijuca;2;2;1;78;2800.0;1300.0;1400.0
Flat;Leblon;1;1;0;45;4000.0;1800.0;234.0
Apartamento;Grajaú;2;1;0;93;1500.0;700.0;0.0
Apartamento;Bonsucesso;1;1;0;50;950.0;170.0;26.0
Conjunto Comercial/Sala;Santo Cristo;0;1;0;75;3000.0;800.0;466.0
Conjunto Comercial/Sala;Centro;0;0;0;70;1500.0;2000.0;1600.0
Galpão/Depósito/Armazém;Bangu;0;0;0;1000;3000.0;0.0;870.0
Loja/Salão;Centro;0;0;0;1048;20000.0;5900.0;2150.0
Apartamento;Recreio dos Bandeirantes;2;1;1;66;1500.0;494.0;74.0
Loja Shopping/ Ct Comercial;Jacarepaguá;0;0;0;35;500.0;980.0;288.0
Apartamento;Barra da Tijuca;3;2;1;193;5000.0;3330.0;878.0
Apartamento;Tijuca;2;0;0;76;1450.0;330.0;20.0
Apartamento;Flamengo;1;0;0;40;2000.0;500.0;70.0
Casa;Encantado;1;0;0;40;1000.0;0.0;17.0
Apartamento;Glória;1;0;0;40;2000.0;600.0;50.0
Apartamento;Campo Grande;2;1;0;50;750.0;300.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;31;747.0;630.0;85.0
Apartamento;Andaraí;2;1;0;92;1700.0;700.0;0.0
Apartamento;Tijuca;2;0;0;65;1500.0;550.0;90.0
Loja/Salão;Ipanema;0;0;0;67;4500.0;1420.0;0.0
Apartamento;Botafogo;4;2;2;160;8500.0;2660.0;280.0
Apartamento;Recreio dos Bandeirantes;2;1;1;86;2200.0;695.0;143.0
Conjunto Comercial/Sala;Centro;0;0;0;35;800.0;635.0;1000.0
Loja/Salão;Praça da Bandeira;0;0;0;169;9450.0;0.0;4669.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;23;1000.0;718.0;80.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;25;1200.0;498.0;181.0
Apartamento;Copacabana;3;1;1;180;6500.0;2400.0;0.0
Apartamento;Méier;1;0;0;47;900.0;320.0;16.0
Apartamento;Tijuca;3;1;1;170;3200.0;1400.0;200.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;40;1100.0;823.0;219.0
Conjunto Comercial/Sala;Centro;0;3;0;705;77550.0;17625.0;2115.0
Apartamento;Grajaú;2;1;1;115;1800.0;602.0;0.0
Hotel;Laranjeiras;27;5;0;671;12000.0;0.0;4900.0
Galpão/Depósito/Armazém;Penha Circular;0;0;0;542;10000.0;0.0;0.0
Quitinete;Copacabana;1;0;0;35;1100.0;450.0;558.0
Loja/Salão;Ipanema;0;1;0;45;7800.0;0.0;0.0
Apartamento;Barra da Tijuca;1;1;1;50;1900.0;1129.0;352.0
Apartamento;Anil;2;1;1;121;2600.0;485.0;0.0
Conjunto Comercial/Sala;Botafogo;0;18;0;769;73092.0;0.0;0.0
Conjunto Comercial/Sala;Pechincha;0;1;0;40;400.0;918.0;99.0
Apartamento;Tijuca;3;1;1;192;4000.0;2300.0;241.0
Quitinete;Tijuca;1;0;0;30;990.0;0.0;0.0
Conjunto Comercial/Sala;Tijuca;0;1;0;27;900.0;560.0;0.0
Apartamento;Ipanema;4;1;1;430;16000.0;2000.0;717.0
Loja/Salão;Ramos;0;0;0;12;750.0;200.0;31.0
Apartamento;Ipanema;1;0;0;60;3200.0;610.0;126.0
Apartamento;Copacabana;1;0;0;40;1100.0;800.0;100.0
Loja/Salão;Ipanema;0;0;0;37;3000.0;3107.0;193.0
Conjunto Comercial/Sala;Centro;0;0;0;245;20000.0;8571.0;1598.0
Loja/Salão;Jardim Botânico;0;0;0;18;1900.0;300.0;120.0
Apartamento;Leblon;3;1;0;93;4460.0;960.0;0.0
Casa;Anchieta;2;2;0;70;950.0;0.0;0.0
Loja/Salão;Tijuca;0;0;0;103;4500.0;0.0;711.0
Apartamento;Ipanema;3;1;1;255;7000.0;3500.0;697.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;2500.0;740.0;124.0
Conjunto Comercial/Sala;Centro;0;0;0;170;4000.0;1909.0;550.0
Apartamento;Jacarepaguá;2;1;1;65;2500.0;665.0;50.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;1000.0;1068.0;183.0
Apartamento;Barra da Tijuca;2;1;1;77;2000.0;858.0;140.0
Apartamento;Península;3;1;1;80;2900.0;1300.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;31;500.0;850.0;110.0
Apartamento;Tijuca;3;1;0;70;2000.0;592.0;88.0
Apartamento;Barra da Tijuca;2;1;1;68;1650.0;855.0;100.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;21;750.0;464.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;373;30000.0;9329.0;0.0
Conjunto Comercial/Sala;Botafogo;0;4;0;273;25000.0;10000.0;18000.0
Conjunto Comercial/Sala;Cachambi;0;1;0;28;1100.0;532.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;86;1900.0;2777.0;617.0
Apartamento;Barra da Tijuca;4;4;4;310;8000.0;2150.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;196;6800.0;0.0;0.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;1500.0;346.0;0.0
Conjunto Comercial/Sala;Flamengo;0;16;0;999;70000.0;30000.0;0.0
Quitinete;Gardênia Azul;1;0;0;18;485.0;0.0;0.0
Apartamento;Lagoa;2;2;2;140;5800.0;1600.0;500.0
Apartamento;Recreio dos Bandeirantes;2;1;1;100;2500.0;520.0;0.0
Apartamento;Lagoa;4;3;4;460;35000.0;4000.0;0.0
Apartamento;Tijuca;2;0;0;62;1400.0;250.0;47.0
Apartamento;Lagoa;3;3;3;227;13500.0;3960.0;980.0
Conjunto Comercial/Sala;Jardim Botânico;0;0;0;28;1100.0;757.0;186.0
Apartamento;Pechincha;2;1;2;60;1100.0;600.0;50.0
Conjunto Comercial/Sala;Vila da Penha;0;1;0;25;700.0;600.0;0.0
Conjunto Comercial/Sala;Copacabana;0;0;0;30;850.0;430.0;186.0
Conjunto Comercial/Sala;Centro;0;0;0;43;600.0;511.0;213.0
Apartamento;Vila Isabel;1;0;0;50;800.0;176.0;24.0
Apartamento;Leme;3;1;1;140;4500.0;1600.0;0.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;38;1700.0;300.0;0.0
Casa de Condomínio;Pedra de Guaratiba;2;1;0;85;1300.0;150.0;0.0
Galpão/Depósito/Armazém;Manguinhos;0;0;0;539;7000.0;0.0;0.0
Casa;Campo Grande;4;1;3;100;1600.0;0.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;45;1500.0;1400.0;250.0
Apartamento;Rio Comprido;2;1;0;60;1500.0;772.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;1067;101422.0;20284.0;0.0
Apartamento;Recreio dos Bandeirantes;3;2;1;100;3200.0;1190.0;433.0
Apartamento;Leblon;2;0;1;76;4500.0;600.0;167.0
Quitinete;Centro;1;0;0;30;800.0;350.0;0.0
Apartamento;Barra da Tijuca;3;1;1;131;2800.0;1400.0;4015.0
Apartamento;Barra da Tijuca;3;2;1;120;7500.0;3100.0;0.0
Conjunto Comercial/Sala;Leblon;0;1;0;104;16980.0;2998.0;0.0
Apartamento;Barra da Tijuca;3;1;1;112;3200.0;1700.0;320.0
Galpão/Depósito/Armazém;Caju;0;0;0;13500;47000.0;0.0;3400.0
Apartamento;Copacabana;3;1;1;150;3800.0;1230.0;377.0
Conjunto Comercial/Sala;Campo Grande;0;1;0;25;650.0;250.0;0.0
Apartamento;Ipanema;4;2;1;145;4200.0;1611.0;615.0
Conjunto Comercial/Sala;Centro;0;0;0;300;10000.0;3400.0;1219.0
Apartamento;Leblon;4;2;2;170;13000.0;2900.0;590.0
Apartamento;Recreio dos Bandeirantes;3;1;1;162;2000.0;500.0;0.0
Apartamento;Taquara;2;1;0;55;700.0;230.0;16.0
Loja/Salão;Copacabana;0;0;0;120;10000.0;0.0;0.0
Conjunto Comercial/Sala;Botafogo;0;14;0;1510;226500.0;50902.0;6976.0
Apartamento;Barra da Tijuca;4;2;1;310;5500.0;1400.0;0.0
Apartamento;Tijuca;2;0;0;70;1800.0;400.0;40.0
Casa;Cosme Velho;4;3;1;379;15000.0;1200.0;0.0
Apartamento;Copacabana;3;3;2;270;18000.0;2640.0;833.0
Apartamento;Lagoa;4;2;1;200;8000.0;1815.0;7500.0
Apartamento;Copacabana;4;1;2;280;12000.0;1580.0;748.0
Loja/Salão;Taquara;0;1;0;79;5000.0;0.0;0.0
Sítio;Camorim;8;0;7;42000;20000.0;0.0;0.0
Apartamento;Leblon;3;3;1;170;8000.0;1500.0;565.0
Apartamento;Rio Comprido;3;1;0;90;2300.0;778.0;65.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;147;8100.0;2859.0;1395.0
Loja/Salão;Botafogo;0;0;0;105;11000.0;0.0;1337.0
Apartamento;Méier;2;0;0;55;1300.0;530.0;0.0
Casa de Condomínio;Barra da Tijuca;6;3;4;1050;15000.0;2650.0;9000.0
Apartamento;Copacabana;3;2;1;140;4500.0;1470.0;0.0
Loja/Salão;Barra da Tijuca;0;1;0;110;9000.0;1459.0;0.0
Quitinete;Curicica;1;0;0;45;900.0;0.0;0.0
Apartamento;Méier;3;1;1;120;2000.0;796.0;172.0
Apartamento;Barra da Tijuca;2;1;1;78;1500.0;1149.0;157.0
Conjunto Comercial/Sala;Centro;0;3;0;579;55023.0;8688.0;0.0
Apartamento;Barra da Tijuca;2;1;1;76;2800.0;1000.0;209.0
Apartamento;Barra da Tijuca;3;3;3;254;11000.0;3800.0;6389.0
Apartamento;Lagoa;2;1;0;100;4950.0;800.0;330.0
Apartamento;Flamengo;3;1;0;165;5200.0;1584.0;0.0
Apartamento;Barra da Tijuca;3;2;1;106;4500.0;1770.0;620.0
Loja/Salão;Barra da Tijuca;0;1;0;97;6000.0;2150.0;560.0
Loja/Salão;Centro;0;0;0;146;35000.0;490.0;0.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;22;815.0;364.0;0.0
Casa;Vila Valqueire;3;0;1;128;1500.0;0.0;45.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;500;40000.0;7000.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;21;700.0;345.0;0.0
Apartamento;São Conrado;5;2;1;250;5000.0;2071.0;0.0
Apartamento;Barra da Tijuca;2;1;1;90;2000.0;1600.0;200.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;38;2000.0;300.0;105.0
Galpão/Depósito/Armazém;Jacarepaguá;0;0;0;528;10000.0;0.0;888.0
Apartamento;Leblon;3;1;1;100;4000.0;1500.0;170.0
Apartamento;Recreio dos Bandeirantes;2;2;1;100;2300.0;500.0;0.0
Apartamento;Leblon;2;2;1;66;4500.0;2080.0;312.0
Apartamento;Ipanema;2;0;0;80;3768.0;1080.0;150.0
Apartamento;Copacabana;3;2;0;140;3900.0;1650.0;290.0
Galpão/Depósito/Armazém;Penha;0;0;0;290;5000.0;0.0;96.0
Apartamento;Piedade;2;1;0;52;1300.0;480.0;135.0
Conjunto Comercial/Sala;Centro;0;18;0;967;86040.0;24158.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;2200.0;1300.0;240.0
Flat;Ipanema;1;1;0;50;3000.0;2287.0;305.0
Galpão/Depósito/Armazém;Jacarepaguá;0;0;0;680;12000.0;0.0;747.0
Apartamento;Gávea;2;1;1;74;5200.0;857.0;198.0
Apartamento;Copacabana;4;2;1;279;3150.0;2025.0;370.0
Apartamento;Praça da Bandeira;2;0;0;57;2300.0;604.0;51.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;0;0;5;490.0;281.0;153.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;40;2300.0;922.0;1812.0
Apartamento;Barra da Tijuca;2;1;1;70;1900.0;943.0;108.0
Apartamento;Urca;3;1;0;80;3200.0;876.0;185.0
Apartamento;Flamengo;2;0;0;70;2100.0;750.0;30.0
Loft;Barra da Tijuca;1;2;1;103;2450.0;1520.0;0.0
Casa;Bangu;3;2;0;100;1450.0;0.0;0.0
Apartamento;Copacabana;3;0;0;79;3000.0;1365.0;171.0
Apartamento;Barra da Tijuca;2;1;1;66;2000.0;1152.0;1675.0
Conjunto Comercial/Sala;Centro;0;0;0;42;1200.0;1065.0;145.0
Apartamento;Freguesia (Jacarepaguá);3;1;0;61;1300.0;500.0;14.0
Loft;Barra da Tijuca;2;1;1;68;2800.0;750.0;160.0
Apartamento;Copacabana;2;4;2;185;8000.0;2600.0;611.0
Apartamento;Copacabana;4;2;1;366;7000.0;3200.0;552.0
Apartamento;Glória;2;0;0;77;2000.0;762.0;90.0
Prédio Inteiro;São Cristóvão;12;10;0;840;18000.0;0.0;1217.0
Apartamento;Leblon;4;2;2;200;7500.0;1800.0;733.0
Conjunto Comercial/Sala;Copacabana;0;1;0;85;5950.0;1148.0;498.0
Apartamento;Taquara;2;1;0;70;1100.0;480.0;0.0
Casa de Vila;Ramos;1;0;0;40;600.0;0.0;0.0
Apartamento;Tanque;2;1;0;77;1400.0;480.0;127.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;74;1800.0;692.0;967.0
Flat;Barra da Tijuca;1;1;1;50;1700.0;1430.0;180.0
Apartamento;Jardim Botânico;2;1;0;75;3000.0;965.0;150.0
Apartamento;Ipanema;3;0;1;156;5000.0;1300.0;375.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;60;2500.0;1960.0;0.0
Apartamento;Barra da Tijuca;4;4;4;294;10000.0;3625.0;690.0
Apartamento;Copacabana;3;0;0;116;2100.0;1180.0;236.0
Casa de Condomínio;Barra da Tijuca;5;3;5;820;25000.0;2500.0;1500.0
Apartamento;Barra da Tijuca;3;2;1;133;4200.0;1200.0;470.0
Apartamento;Recreio dos Bandeirantes;3;3;1;97;2200.0;650.0;2435.0
Casa;Barra da Tijuca;5;8;5;640;18000.0;950.0;18000.0
Apartamento;Barra da Tijuca;2;1;1;80;2800.0;1296.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;5;299.0;0.0;0.0
Apartamento;Penha;3;0;0;100;1200.0;400.0;0.0
Apartamento;Barra da Tijuca;4;3;2;420;8000.0;3400.0;1400.0
Apartamento;Jardim Botânico;2;0;0;55;2200.0;820.0;0.0
Apartamento;Barra da Tijuca;3;2;1;141;3700.0;1515.0;4372.0
Apartamento;Tijuca;2;2;0;140;3500.0;1100.0;117.0
Loja/Salão;Centro;0;20;0;2073;139000.0;7200.0;19300.0
Conjunto Comercial/Sala;Campo Grande;0;1;0;25;600.0;581.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;25;500.0;741.0;0.0
Apartamento;Barra da Tijuca;1;1;0;40;1300.0;590.0;0.0
Apartamento;Tijuca;2;1;1;62;1400.0;530.0;0.0
Apartamento;Laranjeiras;2;1;0;63;2700.0;812.0;100.0
Conjunto Comercial/Sala;Centro;0;0;0;296;10000.0;2530.0;1329.0
Apartamento;Barra da Tijuca;3;3;3;179;7800.0;1972.0;406.0
Apartamento;Copacabana;2;0;1;67;2800.0;700.0;95.0
Apartamento;Recreio dos Bandeirantes;3;2;1;90;3200.0;1000.0;100.0
Quitinete;Copacabana;0;0;0;32;1100.0;500.0;0.0
Casa;Campo Grande;2;1;0;70;650.0;0.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1200.0;800.0;300.0
Apartamento;Barra da Tijuca;3;3;3;175;11500.0;1900.0;600.0
Apartamento;Tijuca;1;0;1;30;1200.0;560.0;20.0
Apartamento;Andaraí;2;1;0;75;1500.0;570.0;0.0
Quitinete;Glória;1;0;0;25;1100.0;394.0;29.0
Loja/Salão;Barra da Tijuca;0;1;0;43;3500.0;874.0;912.0
Apartamento;Recreio dos Bandeirantes;3;2;1;96;2500.0;1200.0;0.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;21;450.0;872.0;0.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;70;1900.0;520.0;933.0
Casa;Vila Kosmos;1;0;0;60;1000.0;0.0;0.0
Apartamento;Rio Comprido;2;0;0;70;1400.0;600.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;88;700.0;1075.0;339.0
Apartamento;Barra da Tijuca;3;2;2;115;2800.0;1600.0;257.0
Apartamento;Tijuca;2;0;0;60;1500.0;575.0;63.0
Conjunto Comercial/Sala;Centro;0;0;0;22;200.0;330.0;85.0
Apartamento;Recreio dos Bandeirantes;1;1;1;77;2200.0;310.0;45.0
Apartamento;Tijuca;1;0;0;45;1200.0;400.0;0.0
Apartamento;Gávea;3;2;1;136;7500.0;1300.0;400.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;600.0;600.0;0.0
Apartamento;Barra da Tijuca;3;2;1;180;2500.0;2700.0;461.0
Casa de Condomínio;Barra da Tijuca;5;2;1;480;8000.0;1350.0;1360.0
Apartamento;Grajaú;2;1;0;69;1400.0;650.0;430.0
Sítio;Guaratiba;0;0;0;0;1000.0;0.0;0.0
Apartamento;Ipanema;3;1;1;130;10000.0;1800.0;300.0
Conjunto Comercial/Sala;Centro;0;0;0;12;380.0;500.0;20.0
Apartamento;Recreio dos Bandeirantes;3;2;1;110;2500.0;1114.0;192.0
Conjunto Comercial/Sala;Tijuca;0;0;0;20;900.0;470.0;79.0
Apartamento;Recreio dos Bandeirantes;3;2;1;108;2900.0;543.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;128;4500.0;0.0;0.0
Apartamento;Barra da Tijuca;2;1;0;65;2300.0;790.0;160.0
Apartamento;Flamengo;3;2;1;170;6000.0;1450.0;563.0
Prédio Inteiro;Catete;0;0;0;337;25000.0;0.0;0.0
Casa;Jardim América;2;1;0;52;850.0;0.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;210;25200.0;4600.0;0.0
Apartamento;Méier;2;1;1;92;1400.0;880.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;220;8000.0;3500.0;0.0
Loja/Salão;Laranjeiras;0;0;0;50;2800.0;80.0;0.0
Conjunto Comercial/Sala;Centro;0;12;0;1976;237120.0;51376.0;0.0
Apartamento;Centro;1;0;0;40;1300.0;300.0;0.0
Apartamento;Leblon;2;1;0;66;3500.0;1300.0;106.0
Apartamento;Barra da Tijuca;4;2;2;151;4000.0;2400.0;0.0
Apartamento;Ipanema;2;0;1;70;5000.0;769.0;84.0
Apartamento;Leme;1;0;0;50;2300.0;870.0;23.0
Apartamento;Tijuca;3;1;1;78;2300.0;587.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;72;2500.0;511.0;224.0
Loja/Salão;Centro;0;0;0;413;15000.0;3406.0;12737.0
Apartamento;Botafogo;1;0;1;48;1800.0;410.0;0.0
Galpão/Depósito/Armazém;Jacarepaguá;0;0;0;140;4900.0;1200.0;0.0
Conjunto Comercial/Sala;Cidade Nova;0;60;0;7200;432000.0;97515.0;0.0
Casa de Condomínio;Campo Grande;2;1;0;60;710.0;0.0;0.0
Apartamento;Barra da Tijuca;3;2;3;120;2900.0;1290.0;100.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;975.0;0.0;0.0
Quitinete;Humaitá;0;0;0;22;1000.0;450.0;0.0
Apartamento;Botafogo;3;0;1;128;2800.0;1064.0;0.0
Apartamento;São Conrado;2;1;1;90;2200.0;1142.0;1711.0
Apartamento;Ipanema;2;0;0;85;3000.0;1200.0;0.0
Apartamento;Copacabana;1;1;0;58;1600.0;1695.0;197.0
Apartamento;Leblon;2;0;0;65;3597.0;850.0;112.0
Apartamento;Copacabana;2;1;0;78;2500.0;845.0;136.0
Apartamento;Barra da Tijuca;2;1;0;52;1300.0;735.0;97.0
Apartamento;Jacarepaguá;3;1;1;80;1650.0;599.0;160.0
Casa Comercial;Cosme Velho;0;4;0;493;12000.0;0.0;0.0
Apartamento;Campo Grande;2;1;0;70;1200.0;250.0;0.0
Apartamento;Pechincha;3;1;0;62;1400.0;450.0;774.0
Apartamento;Campo Grande;2;1;0;50;900.0;268.0;0.0
Apartamento;Copacabana;5;2;2;320;3500.0;3500.0;320.0
Conjunto Comercial/Sala;Freguesia (Ilha do Governador);0;1;0;21;600.0;387.0;52.0
Conjunto Comercial/Sala;Centro;0;0;0;219;12000.0;3228.0;1142.0
Casa;Jardim Botânico;4;1;2;500;15000.0;0.0;500.0
Apartamento;Leblon;2;0;0;75;4400.0;600.0;165.0
Loja/Salão;Tijuca;0;0;0;55;5500.0;252.0;384.0
Conjunto Comercial/Sala;Ipanema;1;0;0;30;2200.0;1250.0;180.0
